arch,magnitude,keyword_rate,delta_keyword_rate
MLC,-16.0,0.0025560515288145305,0.0020492322563339617
MLC,-12.0,0.002104236965223536,0.0015974176927429668
MLC,-10.0,0.0016031513583677683,0.0010963320858871997
MLC,-8.0,0.0007871174759217073,0.00028029820344113867
MLC,-7.0,0.0008647106202168723,0.0003578913477363038
MLC,-6.0,0.0015450892037747526,0.001038269931294184
MLC,-5.0,0.0006926045811884896,0.00018578530870792099
MLC,-4.0,0.0007619156197569207,0.00025509634727635206
MLC,-3.0,0.0007228868607223156,0.00021606758824174694
MLC,-2.0,0.0006920703349550807,0.00018525106247451218
MLC,-1.0,0.0007465053057624745,0.00023968603328190595
MLC,-0.5,0.0007729579058626299,0.0002661386333820613
MLC,0.0,0.0005068192724805686,0.0
MLC,0.5,0.00070422559108518,0.00019740631860461146
MLC,1.0,0.0009921761484291574,0.0004853568759485889
MLC,2.0,0.0008011081978143922,0.00029428892533382353
MLC,3.0,0.000790782653177211,0.0002839633806966424
MLC,4.0,0.0005993627455583914,9.254347307782271e-05
MLC,5.0,0.000713660926803827,0.00020684165432325842
MLC,6.0,0.0011056006718156211,0.0005987813993350527
MLC,7.0,0.0013640572045570272,0.0008572379320764587
MLC,8.0,0.0014176156807357183,0.0009107964082551497
MLC,10.0,0.0014758148290344405,0.0009689955565538721
MLC,12.0,0.005551506284411448,0.005044687011930879
MLC,16.0,0.018624324519288728,0.01811750524680816
SAE,-16.0,0.004038532108301443,0.0035317128358208745
SAE,-12.0,0.002383920280588639,0.0018771010081080704
SAE,-10.0,0.0025691868980880863,0.0020623676256075175
SAE,-8.0,0.0015103805653882587,0.0010035612929076901
SAE,-7.0,0.003102394378443526,0.0025955751059629573
SAE,-6.0,0.0008478421896949813,0.0003410229172144127
SAE,-5.0,0.0010240914009728933,0.0005172721284923247
SAE,-4.0,0.0008257226417784849,0.0003189033692979163
SAE,-3.0,0.0006602032078580017,0.00015338393537743303
SAE,-2.0,0.0006077428856152198,0.00010092361313465117
SAE,-1.0,0.0012325768475443934,0.0007257575750638248
SAE,-0.5,0.00048672310545163397,-2.0096167028934648e-05
SAE,0.0,0.0005068192724805686,0.0
SAE,0.5,0.0004912901006260777,-1.5529171854490928e-05
SAE,1.0,0.0006256254486272561,0.00011880617614668753
SAE,2.0,0.000977286105173537,0.0004704668326929683
SAE,3.0,0.0011740876310797758,0.0006672683585992072
SAE,4.0,0.0011215688129205207,0.000614749540439952
SAE,5.0,0.0013201873939193197,0.0008133681214387512
SAE,6.0,0.001584455644891506,0.0010776363724109375
SAE,7.0,0.0013135700739615916,0.000806750801481023
SAE,8.0,0.0013159333698197335,0.0008091140973391648
SAE,10.0,0.0014409341246855475,0.0009341148522049789
SAE,12.0,0.0031489040962627457,0.0026420848237821773
SAE,16.0,0.00529369106248119,0.004786871790000622
TFA,-16.0,0.002862871188828879,0.0023560519163483102
TFA,-12.0,0.0012622560744494102,0.0007554368019688417
TFA,-10.0,0.0010717872697872282,0.0005649679973066596
TFA,-8.0,0.0010529696104773654,0.0005461503379967968
TFA,-7.0,0.0007786257369769225,0.00027180646449635396
TFA,-6.0,0.0007646342221772318,0.0002578149496966632
TFA,-5.0,0.0008694205948306126,0.00036260132235004395
TFA,-4.0,0.0006610711987963514,0.0001542519263157828
TFA,-3.0,0.0007041458398874959,0.0001973265674069273
TFA,-2.0,0.0007969007541881324,0.0002900814817075639
TFA,-1.0,0.0005910988049725031,8.427953249193443e-05
TFA,-0.5,0.0006307964826717563,0.00012397721019118756
TFA,0.0,0.0005068192724805686,0.0
TFA,0.5,0.0005834862775383648,7.666700505779625e-05
TFA,1.0,0.0007018706429664541,0.00019505137048588547
TFA,2.0,0.000815987399313464,0.0003091681268328954
TFA,3.0,0.0008392230716262408,0.0003324037991456722
TFA,4.0,0.0006091373515206633,0.00010231807904009475
TFA,5.0,0.0006205901788551926,0.00011377090637462399
TFA,6.0,0.0007942004088595556,0.00028738113637898695
TFA,7.0,0.0009008443913303832,0.00039402511884981453
TFA,8.0,0.0009163065932199541,0.00040948732073938556
TFA,10.0,0.0008922364059331435,0.0003854171334525748
TFA,12.0,0.0017088921891091132,0.0012020729166285445
TFA,16.0,0.002106547638876928,0.0015997283663963598
TSAE-paper,-16.0,0.0025842734637823083,0.00207745419130174
TSAE-paper,-12.0,0.0012480037088552116,0.000741184436374643
TSAE-paper,-10.0,0.0010403228982597628,0.0005335036257791941
TSAE-paper,-8.0,0.0012284373085776068,0.0007216180360970382
TSAE-paper,-7.0,0.0009113833344007022,0.0004045640619201335
TSAE-paper,-6.0,0.0009245035886078915,0.0004176843161273228
TSAE-paper,-5.0,0.0010699428528146572,0.0005631235803340887
TSAE-paper,-4.0,0.0007512445974726237,0.00024442532499205507
TSAE-paper,-3.0,0.0008196286818929506,0.0003128094094123821
TSAE-paper,-2.0,0.0006416706584804654,0.00013485138599989672
TSAE-paper,-1.0,0.000559957831501887,5.3138559021318336e-05
TSAE-paper,-0.5,0.0005529402378208226,4.612096534025409e-05
TSAE-paper,0.0,0.0005068192724805686,0.0
TSAE-paper,0.5,0.0005621647906624322,5.534551818186362e-05
TSAE-paper,1.0,0.0005629453833706694,5.6126110890100905e-05
TSAE-paper,2.0,0.0009907337382517203,0.0004839144657711517
TSAE-paper,3.0,0.0007404749421158365,0.00023365566963526785
TSAE-paper,4.0,0.001892213530054228,0.0013853942575736593
TSAE-paper,5.0,0.0008204412529506796,0.000313621980470111
TSAE-paper,6.0,0.0008145402641008451,0.00030772099162027655
TSAE-paper,7.0,0.0010345059473877,0.0005276866749071315
TSAE-paper,8.0,0.0020894254256656527,0.0015826061531850838
TSAE-paper,10.0,0.0014887407065957057,0.0009819214341151372
TSAE-paper,12.0,0.0017224696909853942,0.0012156504185048256
TSAE-paper,16.0,0.0036241884363161416,0.003117369163835573
TXC,-16.0,0.07355766034618648,0.07305084107370591
TXC,-12.0,0.03180878934521194,0.031301970072731375
TXC,-10.0,0.011139318406506966,0.010632499134026398
TXC,-8.0,0.0025698289046614093,0.002063009632180841
TXC,-7.0,0.00205335120977599,0.0015465319372954213
TXC,-6.0,0.0013566363642172191,0.0008498170917366505
TXC,-5.0,0.0015371248173126197,0.0010303055448320508
TXC,-4.0,0.0008385234483867585,0.00033170417590618984
TXC,-3.0,0.0007730153718914931,0.0002661960994109245
TXC,-2.0,0.0006151992597795646,0.00010837998729899596
TXC,-1.0,0.000750899203398955,0.00024407993091838642
TXC,-0.5,0.0007811364765108631,0.00027431720403029445
TXC,0.0,0.0005068192724805686,0.0
TXC,0.5,0.0006179004197696506,0.00011108114728908202
TXC,1.0,0.0007246326281700713,0.00021781335568950261
TXC,2.0,0.0019287338991600884,0.00142191462667952
TXC,3.0,0.001184320689002618,0.0006775014165220494
TXC,4.0,0.001050984020604446,0.0005441647481238774
TXC,5.0,0.0013360802835059794,0.0008292610110254107
TXC,6.0,0.0017888718764595677,0.001282052603978999
TXC,7.0,0.002164550804320387,0.0016577315318398187
TXC,8.0,0.002459751577824988,0.0019529323053444191
TXC,10.0,0.0042384244558453,0.003731605183364731
TXC,12.0,0.005778632784657167,0.005271813512176598
TXC,16.0,0.008030237443268733,0.0075234181707881645
TXC-H8,-16.0,0.0014458243868033342,0.0009390051143227657
TXC-H8,-12.0,0.001006251453951999,0.0004994321814714302
TXC-H8,-10.0,0.0007228106660856172,0.00021599139360504863
TXC-H8,-8.0,0.0007160011414025408,0.00020918186892197218
TXC-H8,-7.0,0.0005648820132744451,5.8062740793876526e-05
TXC-H8,-6.0,0.0006601518210613981,0.00015333254858082953
TXC-H8,-5.0,0.0005498969827876761,4.3077710307107526e-05
TXC-H8,-4.0,0.0007186585780944078,0.00021183930561383916
TXC-H8,-3.0,0.0007421336228741941,0.00023531435039362558
TXC-H8,-2.0,0.0007667860782730278,0.0002599668057924592
TXC-H8,-1.0,0.0007473242112689771,0.0002405049387884084
TXC-H8,-0.5,0.0006393031126050801,0.0001324838401245115
TXC-H8,0.0,0.0005068192724805686,0.0
TXC-H8,0.5,0.0005540300954795657,4.721082299899705e-05
TXC-H8,1.0,0.0007008870791967259,0.00019406780671615725
TXC-H8,2.0,0.0018520223280153786,0.00134520305553481
TXC-H8,3.0,0.001132826315077514,0.0006260070425969454
TXC-H8,4.0,0.001281908128576663,0.0007750888560960946
TXC-H8,5.0,0.001892932695801245,0.0013861134233206763
TXC-H8,6.0,0.00174198968440323,0.0012351704119226614
TXC-H8,7.0,0.001904435564230423,0.0013976162917498543
TXC-H8,8.0,0.0029669826573038333,0.002460163384823265
TXC-H8,10.0,0.0060939984181915645,0.005587179145710996
TXC-H8,12.0,0.014457471976672213,0.013950652704191645
TXC-H8,16.0,0.05116956905719897,0.05066274978471841
